New best path: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 12, 10, 9, 1, 13, 2, 11, 0]
Appended: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 9, 12, 10, 1, 13, 2, 11, 0]
Appended: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 10, 12, 9, 1, 13, 2, 11, 0]
Appended: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 12, 9, 10, 1, 13, 2, 11, 0]
Appended: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 9, 10, 12, 1, 13, 2, 11, 0]
Appended: [0, 5, 15, 14, 6, 4, 3, 16, 8, 7, 10, 9, 12, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 15, 14, 5, 6, 12, 10, 9, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 15, 14, 5, 6, 10, 12, 9, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 15, 14, 5, 6, 12, 9, 10, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 15, 14, 5, 6, 10, 9, 12, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 12, 10, 9, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 9, 12, 10, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 10, 12, 9, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 12, 9, 10, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 9, 10, 12, 1, 13, 2, 11, 0]
Appended: [0, 5, 14, 15, 6, 4, 3, 16, 8, 7, 10, 9, 12, 1, 13, 2, 11, 0]
Appended: [0, 14, 5, 15, 6, 4, 3, 16, 8, 7, 9, 12, 10, 1, 13, 2, 11, 0]
Appended: [0, 14, 5, 15, 6, 4, 3, 16, 8, 7, 9, 10, 12, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 14, 15, 5, 6, 12, 10, 9, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 14, 15, 5, 6, 10, 12, 9, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 14, 15, 5, 6, 12, 9, 10, 1, 13, 2, 11, 0]
Appended: [0, 16, 8, 7, 4, 3, 14, 15, 5, 6, 10, 9, 12, 1, 13, 2, 11, 0]
Appended: [0, 15, 5, 14, 6, 4, 3, 16, 8, 7, 9, 12, 10, 1, 13, 2, 11, 0]
Appended: [0, 15, 5, 14, 6, 4, 3, 16, 8, 7, 9, 10, 12, 1, 13, 2, 11, 0]
Appended: [0, 15, 5, 6, 14, 4, 3, 16, 8, 7, 9, 12, 10, 1, 13, 2, 11, 0]
Appended: [0, 15, 5, 6, 14, 4, 3, 16, 8, 7, 9, 10, 12, 1, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 9, 10, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 9, 10, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 9, 1, 10, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 9, 1, 10, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 10, 9, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 10, 9, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 10, 1, 9, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 10, 1, 9, 12, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 9, 12, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 9, 12, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 9, 1, 12, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 9, 1, 12, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 12, 10, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 12, 10, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 12, 9, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 12, 9, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 1, 10, 12, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 1, 10, 12, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 10, 1, 12, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 10, 1, 12, 9, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 12, 1, 9, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 15, 14, 6, 5, 12, 1, 9, 10, 13, 2, 11, 0]
Appended: [0, 7, 16, 8, 4, 3, 5, 15, 14, 6, 12, 1, 10, 9, 13, 2, 11, 0]
